GeneSym,protein
SPATA2L,124044
SPATA31E1,286234
SPATA5,166378
SPATA5L1,79029
SPATA7,55812
SPATC1,375686
SPATC1L,84221
SPATS2L,26010
SPC25,57405
SPDEF,25803
SPEF1,25876
SPEF2,79925
SPEN,23013
SPESP1,246777
SPG11,80208
SPG21,51324
SPG7,6687
SPHK2,56848
SPI1,6688
SPIB,6689
SPICE1,152185
SPIN1,10927
SPIN3,169981
SPINK1,6690
SPINK13,153218
SPINK5,11005
SPINK6,404203
SPINT3,10816
SPIRE1,56907
SPOCK3,50859
SPON2,10417
SPOP,8405
SPOPL,339745
SPPL2A,84888
SPPL2B,56928
SPRED1,161742
SPRED2,200734
SPRR1B,6699
SPRR3,6707
SPRTN,83932
SPRY1,10252
SPRY2,10253
SPRY3,10251
SPRYD3,84926
SPSB1,80176
SPSB2,84727
SPSB3,90864
SPTA1,6708
SPTAN1,6709
SPTBN5,51332
SPTLC2,9517
SPTY2D1,144108
SPX,80763
SQLE,6713
SRA1,10011
SRC,6714
SRGAP1,57522
SRGAP2,23380
SRGAP3,9901
SRMS,6725
SRP14,6727
SRP19,6728
SRPK2,6733
SRPR,6734
SRR,63826
SRRM2,23524
SRRM4,84530
SRRT,51593
SRSF3,6428
SRSF6,6431
SRSF8,10929
SRXN1,140809
SS18,6760
SS18L1,26039
SS18L2,51188
SSB,6741
SSBP2,23635
SSBP4,170463
SSH2,85464
SSH3,54961
SSR1,6745
SSR4,6748
SSRP1,6749
SST,6750
SSTR2,6752
SSTR5,6755
SSUH2,51066
SSX3,10214
SSX5,6758
ST3GAL2,6483
ST3GAL3,6487
ST6GALNAC1,55808
ST6GALNAC2,10610
ST6GALNAC6,30815
ST8SIA4,7903
STAB1,23166
STAM,8027
STARD10,10809
STARD3,10948
STARD3NL,83930
STARD7,56910
STAT2,6773
STAT4,6775
STAT5B,6777
STAT6,6778
STAU1,6780
STAU2,27067
STC2,8614
STEAP1,26872
STEAP2,261729
STEAP4,79689
STIP1,10963
STK10,6793
STK11,6794
STK11IP,114790
STK17B,9262
STK19,8859
STK25,10494
STK35,140901
STK38L,23012
STK4,6789
STK40,83931
STMN2,11075
STOM,2040
STOML1,9399
STOML3,161003
STON1,11037
STOX1,219736
STOX2,56977
STPG2,285555
STRA13,201254
STRA6,64220
STRIP2,57464
STRN4,29888
STS,412
STX11,8676
STX12,23673
STX16,8675
STX17,55014
STX18,53407
STX19,415117
STX1B,112755
STX4,6810
STX6,10228
STX7,8417
STXBP2,6813
STXBP4,252983
STXBP5L,9515
STYK1,55359
STYX,6815
SUCO,51430
SUFU,51684
SULF2,55959
SULT1A2,6799
SULT1B1,27284
SULT1C2,6819
SULT1E1,6783
SULT2A1,6822
SULT2B1,6820
SUMF1,285362
SUMO1,7341
SUMO3,6612
SUN1,23353
SUN2,25777
SUOX,6821
SUPT16H,11198
SUPT4H1,6827
SUPT5H,6829
SUPT7L,9913
SUPV3L1,6832
SURF1,6834
SURF2,6835
SUSD1,64420
SUSD3,203328
SUSD4,55061
SUV420H1,51111
SUV420H2,84787
SUZ12,23512
SV2B,9899
SVEP1,79987
SWSAP1,126074
SYAP1,94056
SYCE3,644186
SYCP1,6847
SYCP2L,221711
SYMPK,8189
SYN2,6854
SYNE4,163183
SYNGR2,9144
SYNJ1,8867
SYNPO,11346
SYNPO2L,79933
SYP,6855
SYT12,91683
SYT13,57586
SYT16,83851
SYT4,6860
SYT5,6861
SYT7,9066
SYT9,143425
SYTL2,54843
SYTL3,94120
SZT2,23334
TAAR2,9287
TAC3,6866
TACO1,51204
TACR3,6870
TADA2A,6871
TAF15,8148
TAF1C,9013
TAF1L,138474
TAF4,6874
TAF5L,27097
TAF6L,10629
TAF8,129685
TAF9B,51616
TAGLN,6876
TAGLN2,8407
TAGLN3,29114
TAL2,6887
TALDO1,6888
TANC1,85461
TANC2,26115
TANGO6,79613
TANK,10010
TAOK1,57551
TAOK2,9344
TAOK3,51347
TAPBP,6892
TAPBPL,55080
TAPT1,202018
TARBP1,6894
TARS,6897
TARS2,80222
TASP1,55617
TAX1BP1,8887
TAZ,6901
TBC1D1,23216
TBC1D10B,26000
TBC1D10C,374403
TBC1D17,79735
TBC1D21,161514
TBC1D22A,25771
TBC1D22B,55633
TBC1D2B,23102
TBC1D30,23329
TBC1D4,9882
TBC1D5,9779
TBC1D7,51256
TBC1D9,23158
TBC1D9B,23061
TBCC,6903
TBCCD1,55171
TBCE,6905
TBCEL,219899
TBCK,93627
TBK1,29110
TBKBP1,9755
TBL1Y,90665
TBL3,10607
TBPL1,9519
TBR1,10716
TBRG4,9238
TBX15,6913
TBX19,9095
TBX2,6909
TBX22,50945
TBX5,6910
TCAIM,285343
TCAP,8557
TCEA2,6919
TCEA3,6920
TCEAL4,79921
TCEAL8,90843
TCEB1,6921
TCEB2,6923
TCEB3B,51224
TCERG1L,256536
TCF24,100129654
TCF25,22980
TCF7L1,83439
TCFL5,10732
TCHP,84260
TCL1A,8115
TCN1,6947
TCP10L,140290
TCP11,6954
TCP11L1,55346
TCP11L2,255394
TCTEX1D1,200132
TCTEX1D2,255758
TCTN1,79600
TDH,157739
TDO2,6999
TDP1,55775
TDP2,51567
TDRD1,56165
TDRP,157695
TECPR1,25851
TECPR2,9895
TEF,7008
TEFM,79736
TELO2,9894
TENC1,23371
TENM4,26011
TEP1,7011
TERF1,7013
TERF2,7014
TES,26136
TESK2,10420
TET1,80312
TET2,54790
TEX15,56154
TEX30,93081
TEX36,387718
TFAM,7019
TFAP2B,7021
TFAP2C,7022
TFAP2E,339488
TFCP2,7024
TFDP1,7027
TFDP2,7029
TFF1,7031
TFF2,7032
TFF3,7033
TFIP11,24144
TFPT,29844
TFRC,7037
TGDS,23483
TGFB3,7043
TGFBRAP1,9392
TGM3,7053
TGS1,96764
TH,7054
THADA,63892
THAP1,55145
THAP11,57215
THAP6,152815
THAP7,80764
THBS3,7059
THEM6,51337
THOC2,57187
THOC7,80145
THOP1,7064
THPO,7066
THRAP3,9967
THRB,7068
THRSP,7069
THY1,7070
THYN1,29087
TIFA,92610
TIGD2,166815
TIGD7,91151
TIGIT,201633
TIMM13,26517
TIMM17A,10440
TIMM17B,10245
TIMM22,29928
TIMM23,100287932
TIMM44,10469
TIMM8A,1678
TIMP1,7076
TIMP4,7079
TINAG,27283
TINCR,257000
TIPARP,25976
TIRAP,114609
TJAP1,93643
TJP2,9414
TLCD1,116238
TLE1,7088
TLE2,7089
TLE6,79816
TLK1,9874
TLK2,11011
TLN2,83660
TLR10,81793
TLR3,7098
TLR5,7100
TLR6,10333
TLX1,3195
TLX3,30012
TM2D2,83877
TM4SF20,79853
TM4SF4,7104
TM7SF2,7108
TM7SF3,51768
TM9SF2,9375
TM9SF3,56889
TM9SF4,9777
TMC1,117531
TMCC1,23023
TMCO1,54499
TMCO3,55002
TMED2,10959
TMED3,23423
TMED4,222068
TMED5,50999
TMED7,51014
TMEM104,54868
TMEM106B,54664
TMEM106C,79022
TMEM107,84314
TMEM115,11070
TMEM116,89894
TMEM123,114908
TMEM128,85013
TMEM132A,54972
TMEM135,65084
TMEM139,135932
TMEM141,85014
TMEM143,55260
TMEM147,10430
TMEM14B,81853
TMEM14C,51522
TMEM159,57146
TMEM175,84286
TMEM18,129787
TMEM180,79847
TMEM184C,55751
TMEM186,25880
TMEM187,8269
TMEM189,387521
TMEM192,201931
TMEM201,199953
TMEM205,374882
TMEM206,55248
TMEM218,219854
TMEM222,84065
TMEM223,79064
TMEM230,29058
TMEM239,100288797
TMEM241,85019
TMEM242,729515
TMEM25,84866
TMEM252,169693
TMEM27,57393
TMEM33,55161
TMEM35,59353
TMEM37,140738
TMEM41A,90407
TMEM41B,440026
TMEM43,79188
TMEM44,93109
TMEM45B,120224
TMEM5,10329
TMEM52,339456
TMEM54,113452
TMEM55A,55529
TMEM57,55219
TMEM59,9528
TMEM64,169200
TMEM68,137695
TMEM79,84283
TMEM86A,144110
TMEM8B,51754
TMEM9,252839
TMEM92,162461
TMEM9B,56674
TMF1,7110
TMIGD2,126259
TMOD4,29765
TMPRSS11D,9407
TMPRSS13,84000
TMPRSS15,5651
TMPRSS2,7113
TMSB4Y,9087
TMUB1,83590
TNFAIP6,7130
TNFRSF10A,8797
TNFRSF10C,8794
TNFRSF12A,51330
TNFRSF13B,23495
TNFRSF13C,115650
TNFRSF17,608
TNFRSF18,8784
TNFRSF1A,7132
TNFRSF1B,7133
TNFRSF9,3604
TNFSF11,8600
TNFSF12,8742
TNFSF15,9966
TNFSF4,7292
TNFSF8,944
TNIP3,79931
TNK2,10188
TNKS,8658
TNKS2,80351
TNMD,64102
TNNC1,7134
TNNI1,7135
TNNI3,7137
TNNT2,7139
TNPO1,3842
TNPO2,30000
TNPO3,23534
TNRC18,84629
TNRC6A,27327
TOB1,10140
TOE1,114034
TOLLIP,54472
TOM1,10043
TOM1L1,10040
TOM1L2,146691
TOMM20,9804
TOMM22,56993
TOMM40L,84134
TOMM7,54543
TOMM70A,9868
TOP3A,7156
TOPORS,10210
TOR1AIP2,163590
TOR3A,64222
TOX3,27324
TOX4,9878
TP53,7157
TP53BP1,7158
TP53I11,9537
TP53I3,9540
TP53INP1,94241
TP53INP2,58476
TP53TG1,11257
TPD52,7163
TPD52L1,7164
TPH2,121278
TPI1,7167
TPM3,7170
TPM4,7171
TPP1,1200
TPP2,7174
TPPP,11076
TPPP3,51673
TPR,7175
TPRA1,131601
TPRG1L,127262
TPSAB1,7177
TPT1,7178
TPTE,7179
TRA2A,29896
TRAF4,9618
TRAF5,7188
TRAF6,7189
TRAF7,84231
TRAFD1,10906
TRAM1,23471
TRAP1,10131
TRAPPC10,7109
TRAPPC12,51112
TRAPPC13,80006
TRAPPC2,6399
TRAPPC2L,51693
TRAPPC4,51399
TRAPPC5,126003
TRAPPC6A,79090
TRAPPC9,83696
TRDMT1,1787
TREM1,54210
TRH,7200
TRHDE,29953
TRIB1,10221
TRIL,9865
TRIM11,81559
TRIM14,9830
TRIM17,51127
TRIM27,5987
TRIM3,10612
TRIM31,11074
TRIM33,51592
TRIM35,23087
TRIM36,55521
TRIM37,4591
TRIM38,10475
TRIM40,135644
TRIM41,90933
TRIM44,54765
TRIM45,80263
TRIM47,91107
TRIM50,135892
TRIM54,57159
TRIM58,25893
TRIM63,84676
TRIM65,201292
TRIM8,81603
TRIOBP,11078
TRIP11,9321
TRIP12,9320
TRIT1,54802
TRMT10A,93587
TRMT112,51504
TRMT12,55039
TRMT1L,81627
TRMT2A,27037
TRMT2B,79979
TRMT5,57570
TRMU,55687
TRPA1,8989
TRPC4,7223
TRPC4AP,26133
TRPC6,7225
TRPC7,57113
TRPM1,4308
TRPM6,140803
TRPM8,79054
TRPS1,7227
TRPT1,83707
TRPV1,7442
TRPV3,162514
TRPV4,59341
TRPV6,55503
TRUB1,142940
TSACC,128229
TSC22D2,9819
TSC22D4,81628
TSEN15,116461
TSEN54,283989
TSFM,10102
TSG101,7251
TSGA10IP,254187
TSHB,7252
TSHR,7253
TSHZ2,128553
TSKS,60385
TSNAX,7257
TSPAN1,10103
TSPAN13,27075
TSPAN15,23555
TSPAN3,10099
TSPAN5,10098
TSPAN6,7105
TSPYL1,7259
TSPYL2,64061
TSPYL4,23270
TSR1,55720
TSR2,90121
TSSC1,7260
TSSC4,10078
TSSK1B,83942
TSSK4,283629
TTC1,7265
TTC12,54970
TTC13,79573
TTC17,55761
TTC19,54902
TTC21A,199223
TTC23,64927
TTC23L,153657
TTC26,79989
TTC33,23548
TTC37,9652
TTC7A,57217
TTC7B,145567
TTC9B,148014
TTF1,7270
TTF2,8458
TTI1,9675
TTI2,80185
TTLL10,254173
TTLL7,79739
TTN,7273
TTPA,7274
TTR,7276
TTYH1,57348
TUB,7275
TUBA3C,7278
TUBA4A,7277
TUBB1,81027
TUBD1,51174
TUBG2,27175
TUBGCP2,10844
TUBGCP3,10426
TUBGCP4,27229
TUFM,7284
TULP1,7287
TULP2,7288
TULP4,56995
TUSC2,11334
TWF2,11344
TWIST1,7291
TWIST2,117581
TWISTNB,221830
TWSG1,57045
TXLNB,167838
TXN,7295
TXN2,25828
TXNDC12,51060
TXNDC16,57544
TXNDC17,84817
TXNDC9,10190
TXNIP,10628
TXNL4B,54957
TXNRD1,7296
TXNRD2,10587
TYK2,7297
TYMSOS,494514
TYRO3,7301
TYROBP,7305
TYSND1,219743
TYW1,55253
TYW3,127253
U2AF1,7307
U2AF2,11338
UBA2,10054
UBA3,9039
UBA52,7311
UBAC1,10422
UBAC2,337867
UBAP1,51271
UBE2A,7319
UBE2D2,7322
UBE2D3,7323
UBE2DNL,100131816
UBE2E1,7324
UBE2E2,7325
UBE2G1,7326
UBE2H,7328
UBE2I,7329
UBE2J2,118424
UBE2K,3093
UBE2L6,9246
UBE2N,7334
UBE2NL,389898
UBE2R2,54926
UBE2T,29089
UBE2U,148581
UBE2W,55284
UBE2Z,65264
UBE3A,7337
UBE4A,9354
UBE4B,10277
UBL3,5412
UBL4A,8266
UBN1,29855
UBR1,197131
UBR3,130507
UBR4,23352
UBR5,51366
UBXN1,51035
UBXN6,80700
UBXN7,26043
UBXN8,7993
UCHL3,7347
UCHL5,51377
UCK2,7371
UCN,7349
UCP1,7350
UCP2,7351
UFD1L,7353
UFL1,23376
UFSP1,402682
UGDH,7358
UGGT1,56886
UGP2,7360
UGT2B4,7363
UHMK1,127933
UHRF1BP1L,23074
ULBP3,79465
ULK1,8408
ULK3,25989
ULK4,54986
UMOD,7369
UNC119B,84747
UNC13A,23025
UNC45B,146862
UNKL,64718
UPF1,5976
UPF2,26019
UPF3A,65110
UPF3B,65109
UPK1A,11045
UQCC1,55245
UQCC2,84300
UQCC3,790955
UQCR10,29796
UQCR11,10975
UQCRB,7381
UQCRC2,7385
URI1,8725
URM1,81605
UROD,7389
UROS,7390
USB1,79650
USF1,7391
USH1C,10083
USH1G,124590
USH2A,7399
USP10,9100
USP11,8237
USP15,9958
USP22,23326
USP24,23358
USP25,29761
USP26,83844
USP28,57646
USP3,9960
USP30,84749
USP31,57478
USP32,84669
USP33,23032
USP38,84640
USP39,10713
USP42,84132
USP44,84101
USP47,55031
USP51,158880
USP54,159195
USP6,9098
USP7,7874
USP8,9101
USP9Y,8287
USPL1,10208
UTF1,8433
UTP14A,10813
UTP6,55813
UTRN,7402
UTS2,10911
UTS2R,2837
UXS1,80146
UXT,8409
VAC14,55697
VAMP2,6844
VAMP4,8674
VAMP7,6845
VANGL1,81839
VANGL2,57216
VAPA,9218
VAPB,9217
VARS,7407
VARS2,57176
VASH1,22846
VASN,114990
VASP,7408
VAV1,7409
VAV3,10451
VBP1,7411
VCL,7414
VCPIP1,80124
VDAC3,7419
VEPH1,79674
VGLL2,245806
VGLL4,9686
VIL1,7429
VIP,7432
VIPAS39,63894
VIPR1,7433
VMA21,203547
VMP1,81671
VN1R5,317705
VPREB1,7441
VPS11,55823
VPS13C,54832
VPS16,64601
VPS26A,9559
VPS26B,112936
VPS33A,65082
VPS33B,26276
VPS36,51028
VPS37A,137492
VPS37C,55048
VPS37D,155382
VPS39,23339
VPS41,27072
VPS45,11311
VPS4A,27183
VPS4B,9525
VPS53,55275
VPS8,23355
VPS9D1,9605
VRK3,51231
VSIG4,11326
VSNL1,7447
VSTM2L,128434
VTCN1,79679
VTI1A,143187
VTI1B,10490
VTN,7448
WAC,51322
WASF2,10163
WASL,8976
WBP2,23558
WBSCR22,114049
WBSCR28,135886
WDR11,55717
WDR12,55759
WDR18,57418
WDR20,91833
WDR24,84219
WDR26,80232
WDR3,10885
WDR31,114987
WDR33,55339
WDR34,89891
WDR36,134430
WDR37,22884
WDR43,23160
WDR44,54521
WDR46,9277
WDR47,22911
WDR5,11091
WDR53,348793
WDR59,79726
WDR6,11180
WDR60,55112
WDR61,80349
WDR63,126820
WDR66,144406
WDR73,84942
WDR74,54663
WDR75,84128
WDR78,79819
WDR87,83889
WDR88,126248
WDR92,116143
WDTC1,23038
WFDC8,90199
WFIKKN2,124857
WFS1,7466
WHSC1,7468
WHSC1L1,54904
WIBG,84305
WIF1,11197
WIPI2,26100
WISP2,8839
WIZ,58525
WNK2,65268
WNK3,65267
WNK4,65266
WNT1,7471
WNT10B,7480
WNT11,7481
WNT16,51384
WNT2,7472
WNT2B,7482
WNT4,54361
WNT5B,81029
WNT7A,7476
WNT9B,7484
WRAP53,55135
WRB,7485
WRN,7486
WRNIP1,56897
WSB1,26118
WTIP,126374
WWC3,55841
WWOX,51741
WWP1,11059
WWP2,11060
XBP1,7494
XCL1,6375
XIAP,331
XIRP1,165904
XIRP2,129446
XKRX,402415
XPO5,57510
XPO6,23214
XPOT,11260
XPR1,9213
XRCC1,7515
XRCC4,7518
XRCC6BP1,91419
XRN2,22803
XXYLT1,152002
YARS,8565
YARS2,51067
YEATS2,55689
YEATS4,8089
YIF1A,10897
YIPF1,54432
YIPF2,78992
YIPF6,286451
YME1L1,10730
YOD1,55432
YPEL2,388403
YPEL3,83719
YPEL5,51646
YRDC,79693
YTHDC1,91746
YTHDF1,54915
YTHDF3,253943
YWHAB,7529
YWHAG,7532
YWHAZ,7534
YY2,404281
ZADH2,284273
ZAP70,7535
ZBED4,9889
ZBED5,58486
ZBTB1,22890
ZBTB10,65986
ZBTB12,221527
ZBTB16,7704
ZBTB18,10472
ZBTB20,26137
ZBTB21,49854
ZBTB22,9278
ZBTB24,9841
ZBTB3,79842
ZBTB34,403341
ZBTB37,84614
ZBTB39,9880
ZBTB40,9923
ZBTB41,360023
ZBTB47,92999
ZBTB5,9925
ZBTB7A,51341
ZBTB7B,51043
ZBTB7C,201501
ZBTB9,221504
ZC3H10,84872
ZC3H12C,85463
ZC3H13,23091
ZC3H15,55854
ZC3H18,124245
ZC3H7B,23264
ZC3H8,84524
ZC3HAV1L,92092
ZC3HC1,51530
ZCCHC10,54819
ZCCHC11,23318
ZCCHC13,389874
ZCCHC17,51538
ZCCHC3,85364
ZCCHC7,84186
ZCRB1,85437
ZCWPW1,55063
ZCWPW2,152098
ZDHHC1,29800
ZDHHC2,51201
ZDHHC21,340481
ZDHHC6,64429
ZDHHC7,55625
ZER1,10444
ZFAND2B,130617
ZFAND3,60685
ZFAT,57623
ZFHX3,463
ZFP1,162239
ZFP2,80108
ZFP36,7538
ZFP36L2,678
ZFP62,643836
ZFP64,55734
ZFP69B,65243
ZFPM1,161882
ZFPM2,23414
ZFX,7543
ZFY,7544
ZFYVE19,84936
ZFYVE20,64145
ZFYVE21,79038
ZFYVE26,23503
ZFYVE27,118813
ZG16B,124220
ZHX3,23051
ZIC1,7545
ZIC3,7547
ZIC4,84107
ZIM2,23619
ZIM3,114026
ZKSCAN2,342357
ZKSCAN3,80317
ZKSCAN5,23660
ZMAT1,84460
ZMAT2,153527
ZMAT3,64393
ZMAT4,79698
ZMAT5,55954
ZMIZ1,57178
ZMIZ2,83637
ZMPSTE24,10269
ZMYM1,79830
ZMYM3,9203
ZMYM6NB,100506144
ZMYND11,10771
ZMYND8,23613
ZNF10,7556
ZNF101,94039
ZNF12,7559
ZNF133,7692
ZNF135,7694
ZNF136,7695
ZNF140,7699
ZNF142,7701
ZNF143,7702
ZNF146,7705
ZNF155,7711
ZNF160,90338
ZNF174,7727
ZNF18,7566
ZNF180,7733
ZNF182,7569
ZNF185,7739
ZNF195,7748
ZNF200,7752
ZNF205,7755
ZNF211,10520
ZNF212,7988
ZNF217,7764
ZNF219,51222
ZNF22,7570
ZNF221,7638
ZNF222,7673
ZNF226,7769
ZNF229,7772
ZNF233,353355
ZNF234,10780
ZNF235,9310
ZNF239,8187
ZNF25,219749
ZNF250,58500
ZNF256,10172
ZNF26,7574
ZNF260,339324
ZNF263,10127
ZNF264,9422
ZNF266,10781
ZNF267,10308
ZNF274,10782
ZNF277,11179
ZNF280A,129025
ZNF280C,55609
ZNF282,8427
ZNF292,23036
ZNF30,90075
ZNF302,55900
ZNF317,57693
ZNF320,162967
ZNF330,27309
ZNF331,55422
ZNF337,26152
ZNF34,80778
ZNF343,79175
ZNF346,23567
ZNF347,84671
ZNF35,7584
ZNF350,59348
ZNF354A,6940
ZNF354C,30832
ZNF362,149076
ZNF366,167465
ZNF385B,151126
ZNF385C,201181
ZNF394,84124
ZNF396,252884
ZNF398,57541
ZNF408,79797
ZNF410,57862
ZNF417,147687
ZNF419,79744
ZNF425,155054
ZNF44,51710
ZNF440,126070
ZNF441,126068
ZNF442,79973
ZNF444,55311
ZNF446,55663
ZNF449,203523
ZNF45,7596
ZNF460,10794
ZNF467,168544
ZNF468,90333
ZNF471,57573
ZNF480,147657
ZNF485,220992
ZNF490,57474
ZNF491,126069
ZNF493,284443
ZNF496,84838
ZNF512,84450
ZNF512B,57473
ZNF518A,9849
ZNF524,147807
ZNF526,116115
ZNF527,84503
ZNF529,57711
ZNF541,84215
ZNF544,27300
ZNF548,147694
ZNF551,90233
ZNF552,79818
ZNF555,148254
ZNF559,84527
ZNF563,147837
ZNF564,163050
ZNF565,147929
ZNF566,84924
ZNF567,163081
ZNF577,84765
ZNF579,163033
ZNF580,51157
ZNF585A,199704
ZNF586,54807
ZNF587,84914
ZNF587B,100293516
ZNF592,9640
ZNF594,84622
ZNF599,148103
ZNF600,162966
ZNF611,81856
ZNF614,80110
ZNF615,284370
ZNF619,285267
ZNF620,253639
ZNF622,90441
ZNF625,90589
ZNF626,199777
ZNF627,199692
ZNF644,84146
ZNF645,158506
ZNF649,65251
ZNF653,115950
ZNF655,79027
ZNF662,389114
ZNF671,79891
ZNF677,342926
ZNF687,57592
ZNF688,146542
ZNF692,55657
ZNF695,57116
ZNF696,79943
ZNF70,7621
ZNF700,90592
ZNF701,55762
ZNF709,163051
ZNF71,58491
ZNF718,255403
ZNF720,124411
ZNF74,7625
ZNF746,155061
ZNF747,65988
ZNF750,79755
ZNF75A,7627
ZNF75D,7626
ZNF76,7629
ZNF763,284390
ZNF766,90321
ZNF770,54989
ZNF775,285971
ZNF777,27153
ZNF778,197320
ZNF781,163115
ZNF784,147808
ZNF786,136051
ZNF792,126375
ZNF81,347344
ZNF823,55552
ZNF829,374899
ZNF835,90485
ZNF839,55778
ZNF84,7637
ZNF85,7639
ZNF865,100507290
ZNF883,169834
ZNF90,7643
ZNF92,168374
ZNFX1,57169
ZNHIT1,10467
ZNHIT2,741
ZNHIT3,9326
ZNRF2,223082
ZNRF3,84133
ZP2,7783
ZP4,57829
ZPR1,8882
ZRANB1,54764
ZSCAN1,284312
ZSCAN16,80345
ZSCAN2,54993
ZSCAN23,222696
ZSCAN25,221785
ZSWIM2,151112
ZUFSP,221302
ZW10,9183
ZWILCH,55055
ZXDA,7789
ZYG11B,79699
ZZEF1,23140
ZZZ3,26009